de_caseid,de_seqno,de_document_num,dp_seqno,de_date_filed,dt_text
46077,72,,73,2020-09-23,"Motions Taken Under Advisement: [9]    Motion to Withdraw  [6]  Brief in Support, [5]    MOTION TO DISMISS for Lack of Jurisdiction <i>and in the Alternative Motion to Transfer</i>   <i></i>, [5]    MOTION TO DISMISS for Lack of Jurisdiction <i>and i"
46077,72,,73,2020-09-23,n the Alternative Motion to Transfer</i>.           (voc)
46465,26,,27,2020-09-23,Text Order Taken Under Advisement: Re [3] re:  Order to Show Cause.        (voc)
41696,369,,370,2020-09-23,"Motions Taken Under Advisement: [95]   Motion for Assistance in Recruiting Counsel.           (aom),(ps)"
43839,191,,192,2020-09-23,Motions Taken Under Advisement: [56]  Unopposed  Motion for Preliminary Approval of Settlement Agreement <i></i>.           (rks)
40561,82,,83,2020-09-23,"Motions Taken Under Advisement: [13]   Motion for Leave to Proceed in forma pauperis on Appeal.           (jef),(ps)"
46620,20,,21,2020-09-23,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (nln),(ps)"
46481,24,,25,2020-09-23, Taken Under Advisement: Re [3] Re 3 re: Order to Show Cause.          (voc)
43821,123,,124,2020-09-23,"Motions Taken Under Advisement: [24]   Motion to Amend  [1]  Complaint.           (aom),(ps)"
44438,215,,216,2020-09-23,"Motions Taken Under Advisement: [30]   MOTION FOR PRELIMINARY INJUNCTION.           (rks),(ps)"
45564,54,,55,2020-09-23,"Motions Taken Under Advisement: [7]   Motion for Bail.           (nln),(ps)"
45564,57,,58,2020-09-23,"Motions Taken Under Advisement: [7]   Notice of Motion and Motion for bail pending resolution of habeas corpus proceedings.           (aom),(ps)"
45249,129,,130,2020-09-23,"Motions Taken Under Advisement: [33]  Unopposed  Motion for Extension of Time <i>to Respond to Premium Waters, Inc.&#039;s Motion to Compel and to Reset Motion Hearing Date</i>.           (jls)"
39728,752,,753,2020-09-23,"Motions Taken Under Advisement: [168]   Motion to Compel. Brief in Reply not filed by 09/15/2020 deadline.          (rks),(ps)"
43638,313,,314,2020-09-23,Motions Taken Under Advisement: [91]  Motion to Dismiss by Defendant The Travelers Home and Marine Insurance Company.          (arw)
46626,19,,20,2020-09-23,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (aom),(ps)"
41394,191,,192,2020-09-24,"Motions Taken Under Advisement: [48]    Motion to Stay   <i>All Pretrial Deadlines and Trial Date Pending Resolution of Defendants&#039; Motion for Summary Judgment</i>.           (nln),(ps)"
43146,434,,435,2020-09-24,Motions Taken Under Advisement: [149]  STIPULATION of Dismissal <i></i>.           (rks)
46019,45,,46,2020-09-24,Motion Taken Under Advisement: [7]    Stipulation for Liability <i></i>.           (voc)
46037,98,,99,2020-09-24,"Motion Taken Under Advisement: [24]  Notice by Plaintiff A&L Industries, Inc., Counter Defendants A&L Industries, Inc., Andrae D&#039;Acquisto Change in Case Heading. (Johnson, Daniel)           (voc)"
44071,84,,85,2020-09-24,"Motions Taken Under Advisement: [16]   Petition for Writ of Habeas Corpus - State, [17]   Motion for Stay and Abeyance - Supplemental.           (aom),(ps)"
46225,70,,71,2020-09-25,"Motions Taken Under Advisement: [11] Text Order re why  complaint should not be dismissed for lack of standing, [13]    Motion to Strike  [8]  Answer, [10]   MOTION TO DISMISS   <i></i>.           (voc)"
46257,33,,34,2020-09-25,Motion Taken Under Advisement: [6]text Order re why  complaint should not be dismissed for lack of standing.           (voc)
46258,33,,34,2020-09-25,Motion Taken Under Advisement: [5] Text Order re why complaint should not be dismissed for lack of standing.           (voc)
46441,24,,25,2020-09-25,Motion Taken Under Advisement: [3] Text Order re why  complaint should not be dismissed for lack of standing.           (voc)
44863,61,,62,2020-09-25,Motions Taken Under Advisement: [12]  Joint  Motion to Approve Settlement Agreement.           (kwf)
44965,143,,144,2020-09-25,"Motions Taken Under Advisement: [30]   Motion for Incamera Inspection of Audio/Video Footage.           (aom),(ps)"
45660,79,,80,2020-09-25,"Motions Taken Under Advisement: [18]   Motion for Leave to Proceed in forma pauperis on Appeal.           (nln),(ps)"
45233,109,,110,2020-09-25,"Notice/Response re to Text Order, Dkt. #28 by Plaintiff Oregon Potato Company Agreed Order Regarding Pending Discovery Motions. (Rogers, Brooke) [29] Taken Under Advisement.        (voc)"
39141,583,,584,2020-09-25,"Motions Taken Under Advisement: [165]   Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
42916,388,,389,2020-09-25,"Motions Taken Under Advisement: [74]    MOTION FOR SUMMARY JUDGMENT <i></i>, [70]    Motion to Compel <i>Written Discovery from Plaintiff</i>. No opposition filed by 9/23/20 deadline.           (nln),(ps)"
46276,29,,30,2020-09-25,Motion Taken Under Advisement: [7]    Motion for Extension of Time <i></i>.           (voc)
46580,27,,28,2020-09-25,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
46578,22,,23,2020-09-25,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
44536,228,,229,2020-09-28,Motion Taken Under Advisement: [60]    Motion for Leave to File <i>Amended Complaint</i>.           (voc)
45253,69,,70,2020-09-28,Motion Taken Under Advisement: [18]    Motion for Leave to File <i>Supplement Authority and Sur-reply</i>.           (voc)
44616,92,,93,2020-09-28,Motions Taken Under Advisement: [19]  Joint  Stipulation to Certify Class under Rule 23.           (jls)
45012,113,,114,2020-09-28,Motions Taken Under Advisement: [28]    Motion for Protective Order.           (jls)
42444,202,,203,2020-09-28,Motions Taken Under Advisement: [57]    Stipulation to Conform the November 2 Trial to a Bench Trial.           (jls)
45568,101,,102,2020-09-28,Motion Taken Under Advisement: [22]    Motion to Withdraw as Attorney <i></i>.           (voc)
42363,370,,371,2020-09-28,Motions Taken Under Advisement: [90]   Motion to Stay / Extend Summary Judgment Proceeding. Plaintiff&#039;s sj response materials (dkt. ##[84]-[86]) were received on 9/18/20 through Prisoner E-Filing Program. Mailed plaintiff docket sheet as confirm
42363,370,,371,2020-09-28,"ation of receipt of his sj response materials.          (nln),(ps)"
44665,92,,93,2020-09-28,"Motions Taken Under Advisement: [23]   Motion for Assistance in Recruiting Counsel, [24]   Motion to Amend  [1]  Complaint.           (nln),(ps)"
46221,55,,56,2020-09-28,"Motions Taken Under Advisement: [2]   MOTION for Leave to Proceed Without Prepayment of the Filing Fee, [12]   Proposed Amended Complaint.           (nln),(ps)"
42158,1154,,1155,2020-09-28,"Motions Taken Under Advisement: [282]  Motion to Deny Defendants&#039; Summary Judgment Motions and  Motion for Sanctions / Contempt.           (nln),(ps)"
44229,80,,81,2020-09-29,Motions Taken Under Advisement: [10]    MOTION FOR SUMMARY JUDGMENT. No response filed. <i>See</i> [20] Notice.            (kwf)
44119,64,,65,2020-09-29,Motion Taken Under Advisement: [12]  Motion for Hearing (Status Conference).           (voc)
45720,116,,117,2020-09-29,Motions Taken Under Advisement: [32]    Motion for Extension of Time.           (jls)
44371,276,,277,2020-09-29,Motions Taken Under Advisement: [73]  Second  Motion to Amend Briefing Schedule.           (jls)
45127,90,,91,2020-09-29,Motion Taken Under Advisement: [18]    MOTION FOR SUMMARY JUDGMENT <i></i>.           (voc)
45772,93,,94,2020-09-29,"Motion Taken Under Advisement: [6]    MOTION TO DISMISS  by Defendant Associated Milk Producers, Inc<i></i>.           (voc)"
42122,218,,219,2020-09-29,"Motions Taken Under Advisement: [58]   Motion for Leave to Proceed in forma pauperis on Appeal.           (nln),(ps)"
43459,208,,209,2020-09-29,Motion Taken Under Advisement: [48]    Bill of Costs <i></i>.           (voc)
44536,240,,241,2020-09-29,"Motions Taken Under Advisement: [38]    Bill of Costs <i>re Motion for Default</i>, [47]    Motion for Court grant the Defendants&#039; Rule 35 and Rule 16 Motion    <i></i>  (<u>Sealed Document</u>).           (voc)"
43755,262,,263,2020-09-29,"Motions Taken Under Advisement: [70]   MOTION FOR PARTIAL SUMMARY JUDGMENT..           (nln),(ps)"
45165,133,,134,2020-09-29,"Motions Taken Under Advisement: [35]   Motion for Extension of Time.           (jef),(ps)"
44594,73,,74,2020-09-29,"Motions Taken Under Advisement: [9]    Motion for Entry of Default.           (nln),(ps)"
46637,15,,16,2020-09-29,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
44291,161,,162,2020-09-29,"Motions Taken Under Advisement: [44]  Letter from plaintiff regarding medical authorization, discovery and copy costs.           (jef),(ps)"
45847,56,,57,2020-09-30,Motions Taken Under Advisement: [15]    MOTION TO DISMISS.           (kwf)
46449,40,,41,2020-09-30,Motions Taken Under Advisement:  Show Cause re: Stay or Dismissal.           (kwf)
42363,385,,386,2020-09-30,"Motions Taken Under Advisement: [70]    MOTION FOR SUMMARY JUDGMENT <i></i>.           (nln),(ps)"
40621,336,,337,2020-09-30,"Motions Taken Under Advisement: [63]  Motion to Stipulate to Facts.           (nln),(ps)"
36875,713,,714,2020-09-30,"Motions Taken Under Advisement: [181]  Plaintiff Objects to the Postponement.           (jef),(ps)"
39141,591,,592,2020-09-30,"Motions Taken Under Advisement: [167]  Letter from plaintiff regarding attorney request, to stay refiling new case, and for complaint forms to file a lawsuit against Judge Peterson.           (jef),(ps)"
44231,209,,210,2020-09-30,"Motions Taken Under Advisement: [57]  Response to 56 Order / Notice.           (nln),(ps)"
37041,87,,88,2020-09-30,"Motions Taken Under Advisement: [17]   Motion to Modify Mack Order (captioned to case 14-cv-727).           (jef),(ps)"
45756,73,,74,2020-10-01,Motions Taken Under Advisement: [20]    Motion for Extension of Time <i>to Serve Defendant Victory Recovery Services Inc</i>.           (rks)
44574,359,,360,2020-10-01,"Motions Taken Under Advisement: [101]    Motion to Join <i></i>  [95]  Brief in Reply.           (nln),(ps)"
42385,589,,590,2020-10-01,"*** Motions Taken Under Advisement: [130] Motion to Exclude the Expert Testimony of John A. Kilpatrick, [133] Motion to Seal, [172] Motion to Amend/Correct. *** Motions terminated:  [175] Amended  Motion to Unseal Document.           (arw/nks)"
45979,77,,78,2020-10-01,"Motions Taken Under Advisement: [15]    MOTION TO DISMISS <i>or Transfer Venue to the Eastern District of Wisconsin</i>.           (nln),(ps)"
46502,28,,29,2020-10-01,"Motions Taken Under Advisement: [3]   Motion for Leave to Proceed in forma pauperis.           (aom),(ps)"
46576,24,,25,2020-10-01,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis, [5]   Motion for Assistance in Recruiting Counsel.           (aom),(ps)"
46599,24,,25,2020-10-01,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (aom),(ps)"
44070,122,,123,2020-10-01,"Motions Taken Under Advisement: [18]    MOTION FOR SUMMARY JUDGMENT <i></i>.           (nln),(ps)"
46556,35,,36,2020-10-01,"Motions Taken Under Advisement: [5]   Proposed Amended Complaint.           (jef),(ps)"
42916,394,,395,2020-10-01,"Motions Taken Under Advisement: [93]   Motion for Extension of Time.           (jef),(ps)"
45165,140,,141,2020-10-02,"Motions Taken Under Advisement: [37]   Motion to Alter or Amend Judgment.           (aom),(ps)"
45104,451,,452,2020-10-02,"Motions Taken Under Advisement: [103]   Response to Order [100]  Order Directing Submission of Trust Fund Account Statement.           (aom),(ps)"
46376,45,,46,2020-10-02,Motions Taken Under Advisement: [7]    MOTION TO DISMISS.           (rks)
42795,121,,122,2020-10-02,"Motions Taken Under Advisement: [22]    MOTION FOR SUMMARY JUDGMENT <i>For Failure to Exhaust Administrative Remedies</i>. Brief in Opposition not filed.          (rks),(ps)"
45568,111,,112,2020-10-02,"Motion Taken Under Advisement: [23]  Text Order : the court will grant   [22] Motion to Withdraw as Attorney by Plaintiff DM Manufacturing Beloit, LLC on Friday, October 2, 2020.            (voc)"
45671,59,,60,2020-10-02,Motion Taken Under Advisement: [11]  Joint  Motion to Approve Settlement Agreement <i></i>.           (voc)
45711,122,,123,2020-10-02,"Motions Taken Under Advisement: [31]   Motion for Court&#039;s Assistance in E-filing Already on File Plaintiff&#039;s Discovery Request.           (aom),(ps)"
44295,242,,243,2020-10-02,"Motions Taken Under Advisement: [48]    MOTION FOR SUMMARY JUDGMENT. Brief in Opposition not filed by 09/23/2020 deadline.          (rks),(ps)"
46609,20,,21,2020-10-02,"Motions Taken Under Advisement: [1]   Petition for Writ of Habeas Corpus - State.           (aom),(ps)"
45105,248,,249,2020-10-02,"Motions Taken Under Advisement: [42]    MOTION TO DISMISS for Lack of Jurisdiction.           (rks),(ps)"
46591,30,,31,2020-10-02,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (nln),(ps)"
46266,59,,60,2020-10-02,"Motions Taken Under Advisement: [11]   Response to [10] Order.          (aom),(ps)"
39959,204,,205,2020-10-02,"Motions Taken Under Advisement: [49]    Motion to adjourn final pretrial conference and trial pending resolution of summary judgment    <i></i>.           (nln),(ps)"
46105,65,,66,2020-10-02,"Motions Taken Under Advisement: [16]   Motion for Reconsideration   re [15]  Order on ifp request - Order on Leave to Proceed,.           (nln),(ps)"
39944,358,,359,2020-10-02,"Motions Taken Under Advisement: [85]  Motion To Exclude Defendant Nancy Garcia From Giving Expert Testimony About The Following Because She Is Not Qualified In The Field Of Surgery And Is Not A Doctor, [80]  Motion for Issuance of Subpoena for an Uni"
39944,358,,359,2020-10-02,"ncarcerated Witness(s) for Two (2) Witnesses, [79]  Motion to Exclude Defendant&#039;s   Trial Exhibits 502-002, 502-003, 502-004, 503-001, 503-003, 503-002, 503-004 re: [69]  Exhibit List.           (nln),(ps)"
44598,160,,161,2020-10-02,Motions Taken Under Advisement: [44]    Motion to Move Dispositive Motion Deadline    <i>to After Conclusion of Expert Discovery</i>.           (jls)
43572,112,,113,2020-10-02,"Motions Taken Under Advisement: [25]  AMENDED COMPLAINT.           (nln),(ps)"
31123,693,,694,2020-11-23,Motions Taken Under Advisement: [195]  Joint Request Regarding Settlement.           (kwf)
42814,199,,200,2020-10-04,Motions Taken Under Advisement: [60] Motion to Amend/Correct  [50]  Order on Motion for Protective Order. No response filed.          (arw)
43187,227,,228,2020-10-04,Motions Taken Under Advisement: [66] Motion to Certify Class under Rule 23. Motion is unopposed.    (arw)
4272,1309,,1310,2020-10-04,"Motions Taken Under Advisement: (134 in 3:09-cv-00240-wmc, 247 in 3:07-cv-00076-wmc)  Unopposed  Motion for Extension of Time, (133 in 3:09-cv-00240-wmc, 246 in 3:07-cv-00076-wmc)  Joint  Motion to Compel <i>Rule 26(a) Damages Disclosures and Related"
4272,1309,,1310,2020-10-04, Settlement Information</i>. (arw)
22209,515,,516,2020-10-04,"Motions Taken Under Advisement: (134 in 3:09-cv-00240-wmc, 247 in 3:07-cv-00076-wmc)  Unopposed  Motion for Extension of Time, (133 in 3:09-cv-00240-wmc, 246 in 3:07-cv-00076-wmc)  Joint  Motion to Compel <i>Rule 26(a) Damages Disclosures and Related"
22209,515,,516,2020-10-04, Settlement Information</i>. (arw)
42385,614,,615,2020-10-04,Motions Taken Under Advisement: [181]  Motion for Leave to File Sur-Reply to Plaintiffs&#039; Motion to Unseal Class Certification Brief.           (arw)
39410,541,,542,2020-10-05,"Motions Taken Under Advisement: [123]    Motion for Leave to Proceed in forma pauperis on Appeal <i></i>.           (nln),(ps)"
44446,140,,141,2020-10-05,Motions Taken Under Advisement: [36]  Joint  Motion for Clarification  re [35]  Text Only Order.           (jls)
46654,21,,22,2020-10-05,"Motions Taken Under Advisement: [3]    Motion for Screening of Complaint <i>and Motion for Extension of Time to Respond to Plaintiff&#039;s Complaint</i>..           (jef),(ps)"
45105,257,,258,2020-10-05,"Motions Taken Under Advisement: [58]  Amended Complaint, Motion to Reconsider, for entry of default, for a proof hearing, to proceed, to quash service made on July 28, 2020.           (nln),(ps)"
46676,20,,21,2020-10-05,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (nln),(ps)"
46676,23,,24,2020-10-05,Disregard.
46676,26,,27,2020-10-05,Disregard.
46677,19,,20,2020-10-05,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (aom),(ps)"
46678,19,,20,2020-10-05,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (aom),(ps)"
46679,36,,37,2020-10-05,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (aom),(ps)"
46670,37,,38,2020-10-05,Motion Taken Under Advisement: [3]    Motion for Extension of Time to File Answer   <i></i>.           (voc)
44401,235,,236,2020-10-05,"Motions Taken Under Advisement: [31]    MOTION FOR SUMMARY JUDGMENT <i>and to Dismiss</i>.           (nln),(ps)"
